Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Academic_Stream,Education_Level,Age_Group,Work_Experience_Years,Career_Break,Career_Break_Months,Preferred_Work_Mode,Location_Preference,Family_Support_Score,English_Proficiency,Entrepreneurship_Interest,Risk_Tolerance,Leadership_Readiness,Certifications_Interest,Work_Life_Balance_Priority,Salary_Expectation_Lakh,Industry_Preference,Public_Speaking_Confidence,Conflict_Resolution_Skills,Stress_Management_Skills,Adaptability_Score,Mentoring_Experience,Innovation_Interest,Customer_Focus,Data_Driven_Thinking,Continuous_Learning,Career_Goal_Clarity,Willing_To_Relocate,Prefer_Corporate,Domain_Expertise_Depth,Current_Role_Success,Success_Percentage
Chemistry,Actuary,3.942509494713492,9,1,2,0,2,1,3,1,2,0,0,2,3,1,Science,Bachelors,25-30,9,1,8,Office,Tier2_City,5,2,5,1,1,2,3,32.82,Manufacturing,2,2,3,2,0,1,4,4,5,4,1,0,3,5,53.35
Chemistry,Dentist,4.565848763989988,9,2,1,1,5,1,0,3,1,2,1,0,1,1,Science,High School,25-30,13,0,0,Hybrid,Tier1_City,1,2,4,4,0,0,5,18.41,Finance,3,5,4,1,0,5,1,2,1,5,1,0,2,3,42.56
Music,Music Therapist,3.45206242822771,6,2,4,1,3,0,2,1,3,4,4,3,4,0,Arts,Masters,31-35,7,1,36,Flexible,Tier3_City,5,2,3,1,1,5,2,15.93,Finance,1,3,2,5,1,1,2,5,5,2,1,0,1,2,64.65
Business,Landscape Architect,3.9156942609742016,2,0,0,0,7,1,0,2,1,3,0,2,2,0,Commerce,Bachelors,25-30,6,0,0,Hybrid,Tier2_City,4,2,3,4,5,1,1,30.83,Healthcare,2,4,4,1,2,5,4,1,2,2,1,0,1,5,38.29
Psychology,Biomedical Engineer,3.4713398553946284,9,0,3,1,0,1,4,0,0,3,3,2,0,1,Arts,Bachelors,31-35,7,1,49,Office,Any,5,5,3,2,3,1,5,4.21,Finance,2,3,2,3,3,2,1,4,2,4,1,0,1,5,51.07
Marketing,Legal Secretary,4.36795643229726,7,1,3,1,4,0,1,3,4,1,4,1,1,1,Commerce,PhD,18-24,14,1,38,Office,Tier1_City,3,5,5,1,1,2,2,14.57,Other,3,4,5,2,2,3,4,4,3,1,0,0,4,4,64.45
Architecture,Chemical Engineer,2.895547940326997,8,2,2,1,0,1,4,1,3,4,3,1,4,1,Interdisciplinary,Bachelors,25-30,3,0,0,Flexible,Tier1_City,3,2,4,5,2,2,5,19.01,Other,2,5,5,2,0,0,2,1,5,3,0,0,4,3,56.88
Physics,Astronomer,4.308895919099701,2,0,1,0,1,0,3,2,4,2,3,1,3,1,Science,Bachelors,18-24,7,0,0,Remote,Tier1_City,4,1,0,3,4,1,1,36.29,Finance,1,3,4,1,3,2,4,3,5,3,1,1,2,2,59.04
Chemistry,Organic Chemist,4.0833618625398245,7,0,1,1,5,1,4,1,3,4,1,4,0,1,Science,Masters,36-40,12,0,0,Hybrid,Tier1_City,4,4,0,4,5,5,5,28.62,Tech,4,1,4,4,5,3,4,5,3,2,0,1,2,2,72.46
Computer Science,Animator,4.513594197725976,8,2,1,0,5,1,3,1,0,0,4,0,4,0,Science,Bachelors,18-24,5,1,14,Hybrid,Tier1_City,5,4,3,3,5,1,5,43.23,Healthcare,5,4,2,5,5,1,4,4,5,3,0,1,3,4,51.57
Engineering,Zoologist,2.966120105564698,3,1,3,0,8,1,1,2,3,0,3,1,1,1,Science,Bachelors,31-35,2,0,0,Hybrid,Any,2,1,2,3,2,0,1,18.72,Finance,2,3,5,2,3,4,2,3,5,4,1,1,3,3,49.41
Engineering,Biomedical Engineer,3.409148680327732,6,2,3,0,7,0,1,2,2,2,0,0,1,0,Science,Bachelors,36-40,12,0,0,Hybrid,Tier2_City,3,5,0,1,1,4,1,16.93,Finance,5,2,4,2,3,0,3,2,2,1,1,0,3,5,43.63
Marketing,Music Teacher,4.079120339560614,5,1,3,0,5,0,0,0,0,0,4,0,2,0,Commerce,Bachelors,25-30,7,0,0,Office,Tier1_City,3,4,4,3,0,0,1,4.56,Tech,5,3,2,3,2,0,3,4,5,4,1,0,4,3,46.57
Medicine,Nurse,4.880409785984379,3,0,1,1,4,0,1,4,3,1,3,2,4,1,Science,PhD,25-30,12,1,37,Hybrid,Tier3_City,1,5,4,5,3,1,4,47.73,Tech,4,4,2,1,0,0,4,1,5,2,0,0,3,4,65.84
Engineering,Legal Consultant,4.072392548064631,8,1,3,0,2,0,4,0,4,4,4,4,3,1,Science,Masters,25-30,6,1,38,Hybrid,Tier1_City,1,3,5,3,4,4,1,26.57,Manufacturing,2,1,4,3,5,5,2,2,5,3,1,0,5,1,73.65
Marketing,Curriculum Developer,2.884064393203676,4,1,2,0,8,0,2,1,2,0,1,2,3,1,Commerce,Masters,25-30,9,0,0,Remote,Tier1_City,2,4,4,1,0,1,5,26.62,Healthcare,1,1,3,5,5,1,4,2,4,4,0,0,4,3,57.55
Music,Civil Engineer,3.1479830280031185,8,1,3,1,1,1,3,1,0,0,0,1,1,0,Arts,Masters,25-30,4,1,51,Remote,Tier2_City,3,3,1,5,0,0,1,46.4,Tech,2,2,1,2,5,0,3,5,5,1,1,1,1,1,40.3
Architecture,Software Developer,4.450911168580807,8,0,2,1,6,1,1,2,1,2,3,0,0,1,Interdisciplinary,Masters,31-35,10,1,7,Office,Tier2_City,4,3,1,2,2,0,2,16.63,Finance,5,5,2,1,0,0,5,3,4,5,0,0,3,1,59.2
Finance,Biochemist,4.804682988310068,1,2,4,0,6,0,4,1,2,2,3,2,0,1,Commerce,Bachelors,40+,3,1,10,Remote,Tier2_City,3,3,4,3,1,5,1,18.61,Tech,3,1,5,1,4,5,5,5,4,3,1,0,1,1,50.42
Business,Software Developer,4.003754338502018,8,2,1,0,6,1,0,4,4,0,2,3,2,1,Commerce,Masters,36-40,0,0,0,Remote,Tier1_City,4,3,0,1,5,5,1,33.85,Education,4,5,1,1,1,5,4,2,5,3,1,1,4,3,50.22
Business,Web Developer,4.570196678252482,5,1,1,1,1,0,2,2,0,1,0,3,4,1,Commerce,Bachelors,36-40,9,0,0,Hybrid,Tier1_City,4,2,1,2,5,0,3,39.9,Manufacturing,1,4,2,5,2,1,3,5,3,5,1,1,5,3,59.09
Biology,Architect,3.1387198663822367,2,0,2,0,1,1,1,4,1,3,3,0,0,1,Science,Masters,36-40,2,0,0,Remote,Any,2,2,2,2,2,4,5,35.87,Manufacturing,1,3,3,4,5,5,5,1,5,3,0,1,1,2,51.91
Finance,Construction Manager,4.414580737184015,9,1,2,1,2,1,0,1,0,1,0,4,3,0,Commerce,Masters,25-30,1,0,0,Remote,Any,3,1,3,4,1,5,5,40.07,Other,5,5,1,4,4,5,5,4,4,4,1,1,4,2,44.17
Marketing,Graphic Designer,2.721829040517122,3,1,2,1,6,0,4,2,0,0,4,2,4,1,Commerce,Bachelors,31-35,7,0,0,Flexible,Tier1_City,5,4,1,5,2,5,2,30.03,Healthcare,1,4,5,4,4,5,4,1,5,2,1,1,1,5,58.89
Business,Risk Analyst,4.98173947780012,3,1,2,1,5,1,3,2,0,0,4,4,3,0,Commerce,Bachelors,36-40,13,0,0,Office,Tier2_City,3,1,1,3,5,3,4,43.55,Manufacturing,5,4,1,3,5,2,4,2,3,3,0,1,4,1,61.71
Architecture,Music Therapist,2.896821226895141,7,2,0,1,1,1,3,1,2,1,0,2,0,1,Interdisciplinary,Bachelors,25-30,7,0,0,Hybrid,Tier1_City,3,3,0,1,0,3,3,28.86,Healthcare,1,4,4,3,4,5,3,5,3,2,1,1,5,2,45.54
Art,Biomedical Engineer,3.322279400547208,1,0,4,0,5,1,4,2,3,2,0,1,4,1,Arts,Bachelors,40+,11,0,0,Hybrid,Tier1_City,1,1,0,4,3,5,2,13.78,Education,1,2,2,5,2,3,1,3,1,2,0,1,2,4,56.31
Architecture,Zoologist,3.720865401745997,4,1,3,1,2,0,0,1,1,3,2,2,2,1,Interdisciplinary,Masters,25-30,4,0,0,Flexible,Tier3_City,2,2,2,5,1,1,2,28.46,Other,5,2,4,1,1,4,5,3,2,4,1,1,2,2,44.85
Business,Investment Banker,3.656134112635971,3,0,4,0,1,1,0,0,4,2,1,3,3,0,Commerce,Masters,31-35,13,0,0,Remote,Tier2_City,5,5,5,4,4,4,5,36.51,Finance,4,5,3,4,3,3,1,2,5,5,0,0,3,5,70.72
Biology,Game Developer,4.680543589762815,1,0,4,0,4,0,4,1,3,4,1,2,3,0,Science,High School,31-35,4,1,42,Hybrid,Tier3_City,5,5,2,5,4,2,3,33.72,Education,1,4,1,2,1,1,5,4,1,3,1,1,3,4,44.68
Finance,Construction Manager,3.5406792476043205,2,2,4,1,5,0,1,3,3,2,2,1,3,0,Commerce,Bachelors,40+,14,1,58,Hybrid,Tier2_City,5,5,5,5,0,5,5,14.42,Healthcare,2,5,4,4,1,1,5,5,1,1,1,1,1,5,45.73
Marketing,Analytical Chemist,3.851035641318067,4,1,3,0,9,1,1,0,3,1,2,2,4,0,Commerce,Bachelors,18-24,10,0,0,Office,Tier2_City,4,5,2,3,2,3,4,4.93,Healthcare,3,1,3,5,5,3,5,1,1,3,0,0,3,4,48.99
Education,School Psychologist,3.690179762543067,7,2,2,1,9,1,0,3,2,3,1,4,2,1,Arts,Bachelors,31-35,3,1,32,Flexible,Tier1_City,2,5,2,5,2,4,5,14.87,Healthcare,5,5,4,4,5,5,4,1,3,4,1,0,4,4,50.37
Engineering,Chemist,2.904276111470244,4,1,3,0,9,0,0,4,3,0,0,2,4,0,Science,Bachelors,25-30,0,0,0,Hybrid,Tier3_City,1,4,1,4,5,4,1,49.25,Finance,1,3,5,2,0,1,1,3,5,4,0,0,3,4,44.82
Music,Inorganic Chemist,3.5715372051038616,5,1,0,0,6,1,4,4,4,0,2,1,4,0,Arts,Bachelors,25-30,0,1,55,Hybrid,Any,4,3,2,5,0,3,5,11.67,Other,4,4,4,2,4,4,2,1,5,5,1,0,3,5,54.33
Art,Art Director,2.804905802367072,2,2,3,0,2,0,1,1,2,1,2,0,4,0,Arts,PhD,31-35,12,0,0,Office,Tier2_City,5,2,5,3,5,4,1,24.83,Other,2,5,2,2,4,0,4,4,5,2,0,0,3,2,59.18
Medicine,Music Therapist,3.353321389356216,0,1,3,0,7,1,0,0,3,3,4,1,4,1,Science,Bachelors,25-30,5,0,0,Flexible,Tier1_City,4,5,2,3,5,4,2,33.0,Healthcare,5,2,4,5,3,2,5,2,4,1,1,1,2,2,51.94
Business,Data Scientist,3.108749716678445,6,0,1,1,7,1,4,4,1,4,1,4,0,0,Commerce,Bachelors,31-35,14,0,0,Flexible,Any,4,4,4,4,4,3,4,44.34,Education,2,3,4,4,0,4,1,5,2,3,1,0,4,2,63.45
Architecture,Accountant,4.118273725440004,7,1,3,1,9,0,2,0,0,1,0,2,2,0,Interdisciplinary,Masters,25-30,3,0,0,Office,Tier1_City,5,2,1,2,5,0,1,38.73,Other,3,5,4,5,3,5,1,1,4,1,1,1,4,1,44.06
Psychology,Special Education Teacher,4.963985951202176,0,1,2,0,9,0,4,4,1,4,1,1,1,0,Arts,Bachelors,25-30,3,0,0,Flexible,Tier2_City,5,5,1,2,5,5,4,45.72,Finance,4,5,4,2,5,1,3,2,3,2,0,0,5,5,49.2
Chemistry,Pharmacist,4.80465554005941,2,0,2,1,6,0,1,0,1,4,1,2,1,0,Science,PhD,31-35,2,0,0,Remote,Tier1_City,1,3,1,5,4,1,5,31.41,Education,5,5,4,4,2,2,4,5,1,2,0,1,2,3,42.93
Finance,Financial Analyst,2.700773559372515,5,0,3,1,8,1,2,3,1,3,2,3,2,1,Commerce,PhD,25-30,13,0,0,Hybrid,Tier1_City,2,1,3,1,2,2,5,43.67,Finance,5,2,1,3,0,5,2,2,1,1,1,0,4,4,55.63
Marketing,Principal,3.1410770620679367,9,1,2,1,5,0,3,4,3,2,0,4,4,0,Commerce,Bachelors,18-24,8,1,14,Remote,Tier1_City,3,3,2,5,1,1,2,15.4,Healthcare,1,5,1,5,4,3,3,1,4,4,0,0,2,2,64.07
Psychology,Digital Marketing Specialist,4.97981233718659,1,0,3,0,5,1,3,1,1,0,0,2,0,1,Arts,Bachelors,40+,2,0,0,Remote,Tier2_City,3,3,5,4,3,0,5,23.24,Other,2,1,5,3,3,0,1,2,3,2,1,1,4,3,37.53
Medicine,Fluid Mechanics Engineer,4.031539630293674,9,0,3,1,7,1,0,0,1,1,1,1,2,0,Science,Bachelors,25-30,7,0,0,Hybrid,Tier2_City,3,5,2,4,5,0,1,42.66,Finance,5,1,1,3,0,3,3,4,2,3,1,0,2,2,43.02
Medicine,Advertising Manager,2.9536008704304835,9,0,0,1,6,1,1,3,0,3,1,0,0,1,Science,Bachelors,31-35,1,0,0,Flexible,Tier2_City,1,1,2,4,1,4,2,18.3,Tech,2,1,3,1,0,2,5,3,2,1,0,0,4,5,30.76
Medicine,Aerospace Engineer,4.288515704810253,7,1,0,1,3,0,0,1,3,4,1,0,3,1,Science,High School,25-30,3,1,40,Hybrid,Tier2_City,4,1,0,4,4,1,4,43.95,Education,3,5,2,2,1,0,4,5,1,2,1,0,2,3,33.56
Finance,Mechanical Engineer,3.3274408007378207,5,0,0,1,3,0,2,0,4,1,4,2,3,1,Commerce,Masters,25-30,0,0,0,Office,Tier2_City,5,2,0,4,1,0,2,20.07,Tech,1,3,4,3,0,3,2,5,1,4,0,0,1,3,46.58
Education,Inorganic Chemist,4.434419461952392,5,1,2,0,9,1,3,1,0,3,3,3,0,1,Arts,Bachelors,25-30,10,0,0,Remote,Tier3_City,2,4,0,3,3,1,4,20.08,Tech,3,2,4,5,0,2,2,4,5,1,0,0,5,3,61.8
Finance,Software Developer,4.489898353129243,5,0,2,0,5,1,4,1,0,0,1,4,3,1,Commerce,Bachelors,25-30,4,0,0,Office,Any,3,2,3,2,1,0,3,17.52,Healthcare,1,1,4,2,4,0,1,2,4,4,1,0,1,4,48.21
Chemistry,Industrial-Organizational Psychologist,3.09882846394756,9,0,1,1,4,1,2,0,1,1,3,0,4,0,Science,Bachelors,25-30,1,0,0,Hybrid,Tier1_City,2,5,2,4,1,2,1,28.71,Healthcare,1,1,5,2,2,1,3,5,1,3,1,0,1,2,33.78
Engineering,Actuary,3.148532439341283,0,1,1,1,3,0,4,4,3,1,3,1,4,0,Science,PhD,25-30,10,0,0,Office,Tier1_City,2,1,1,1,1,0,1,9.07,Tech,2,3,5,5,3,0,2,3,3,5,1,1,2,2,78.96
Psychology,Manager,4.946497618234126,3,1,3,1,1,1,1,0,0,1,2,4,3,0,Arts,Bachelors,25-30,12,0,0,Hybrid,Tier2_City,5,3,1,1,1,1,4,4.72,Finance,1,1,3,4,2,5,2,1,2,1,0,0,2,1,45.24
Law,Risk Analyst,2.942114261569148,8,2,4,1,4,0,0,4,3,3,2,0,3,0,Arts,Bachelors,18-24,0,0,0,Hybrid,Tier1_City,1,3,4,1,0,4,5,45.18,Healthcare,3,2,4,5,0,2,5,5,2,3,0,1,2,2,40.11
Computer Science,Construction Manager,3.568052007762488,5,1,1,1,4,0,1,4,3,3,4,4,3,1,Science,Bachelors,25-30,0,0,0,Hybrid,Any,5,4,5,1,5,1,5,46.66,Education,3,3,5,4,4,4,5,4,3,4,0,0,2,4,59.56
Psychology,Biologist,4.8419642332465225,6,2,1,1,0,0,4,4,3,1,0,0,2,1,Arts,PhD,18-24,1,0,0,Hybrid,Tier1_City,1,5,0,3,4,3,3,6.58,Tech,3,4,4,2,4,2,1,4,2,4,1,0,5,3,49.51
Chemistry,Legal Consultant,4.784433016197197,0,2,4,0,1,1,4,2,4,0,1,0,4,1,Science,Bachelors,18-24,4,0,0,Remote,Tier2_City,4,5,3,1,3,1,4,28.84,Education,2,2,1,5,4,4,3,3,4,4,0,0,5,5,53.16
Music,Cybersecurity Analyst,4.844691084959512,4,2,1,0,5,1,4,2,2,3,0,0,0,1,Arts,Masters,36-40,11,0,0,Hybrid,Tier1_City,2,2,4,4,4,2,3,28.37,Other,2,2,4,3,4,3,5,4,3,1,1,0,2,5,55.55
Business,Psychologist,2.7366523722458016,2,2,0,0,3,0,1,0,3,4,1,3,1,1,Commerce,Masters,31-35,14,1,20,Hybrid,Tier2_City,3,1,3,5,0,5,4,20.5,Education,4,5,3,5,1,5,3,2,5,3,1,1,5,1,61.77
Law,Conductor,2.8572916874039227,9,1,1,1,8,1,3,3,0,4,1,2,2,1,Arts,Bachelors,31-35,14,0,0,Office,Tier1_City,2,1,1,1,0,2,3,29.74,Education,5,4,3,3,0,1,1,5,2,4,1,1,3,1,54.58
Finance,Musician,2.8318927223434582,2,0,0,0,0,1,1,2,4,0,0,1,0,0,Commerce,Masters,25-30,8,1,29,Office,Tier3_City,5,4,5,3,0,2,4,24.53,Tech,4,4,5,3,1,0,4,5,4,4,1,0,4,3,55.85
Medicine,Quantum Physicist,2.9225676227611146,9,1,1,0,5,1,1,1,3,3,0,1,0,0,Science,Bachelors,36-40,5,0,0,Flexible,Any,1,3,2,3,5,0,1,26.01,Manufacturing,4,3,4,2,1,2,1,5,1,5,1,0,4,4,47.49
Art,Composer,4.329947854487081,7,1,0,0,5,1,4,4,4,4,4,4,3,1,Arts,Masters,31-35,11,0,0,Hybrid,Tier1_City,4,2,1,1,0,2,3,38.5,Other,1,1,3,4,0,1,4,2,3,3,0,1,1,3,75.86
Computer Science,Urban Planner,4.270302172612565,4,2,2,1,8,0,1,1,4,3,4,0,3,1,Science,Masters,31-35,3,1,13,Hybrid,Tier1_City,4,4,1,5,1,1,3,27.72,Healthcare,1,4,1,4,4,4,5,2,1,3,1,0,4,4,51.1
Marketing,Web Developer,3.9217470824320095,0,2,3,1,7,1,4,3,2,2,3,1,3,0,Commerce,Bachelors,25-30,14,0,0,Office,Tier2_City,1,1,0,1,4,5,4,18.21,Education,4,3,5,3,3,4,2,5,5,5,0,0,2,1,70.87
Marketing,Civil Engineer,4.773169897618123,4,0,2,0,5,0,2,2,1,1,4,0,3,1,Commerce,Bachelors,40+,2,0,0,Hybrid,Tier2_City,1,2,1,3,2,4,2,30.33,Tech,5,4,1,4,4,2,1,5,1,4,1,0,4,4,42.06
Music,Biochemist,2.7285586255257464,9,1,0,0,3,1,4,2,3,1,4,4,3,0,Arts,Masters,36-40,7,0,0,Remote,Tier1_City,1,5,3,2,3,2,2,33.12,Manufacturing,4,2,3,5,4,5,3,4,2,2,0,0,4,3,62.09
Chemistry,Dentist,4.227090230705596,9,2,3,0,6,0,2,1,3,0,3,4,2,0,Science,Bachelors,36-40,2,0,0,Office,Tier3_City,4,3,2,4,0,1,1,34.13,Tech,2,4,5,3,1,4,3,1,2,4,0,1,5,3,47.13
Engineering,Special Education Teacher,4.324391677289254,5,0,2,0,1,1,1,0,0,2,0,3,2,1,Science,Bachelors,18-24,0,1,40,Remote,Tier1_City,2,1,0,3,4,0,5,32.06,Healthcare,3,1,4,3,2,1,4,2,2,2,1,1,3,2,33.28
Biology,Organic Chemist,2.8442277221353844,5,2,2,0,0,0,2,3,0,0,1,4,0,0,Science,High School,25-30,3,0,0,Remote,Tier1_City,2,1,4,1,0,0,5,34.24,Tech,4,3,2,1,4,1,3,4,2,4,1,0,5,4,37.35
Education,Digital Marketing Specialist,4.860005103276796,3,0,1,0,5,0,2,4,4,2,0,3,0,0,Arts,Masters,25-30,10,0,0,Office,Tier2_City,4,4,1,4,5,4,1,17.57,Finance,1,1,4,5,0,1,5,5,3,3,0,1,2,1,68.95
Finance,Legal Consultant,4.232418287013929,8,1,2,0,0,0,2,2,2,3,2,3,2,1,Commerce,Masters,25-30,12,1,53,Office,Tier1_City,3,3,0,1,0,4,5,23.97,Other,5,5,4,4,0,2,4,5,4,3,1,1,5,5,62.19
Computer Science,Pharmacist,2.570033964053364,1,0,3,1,1,0,0,0,3,0,2,2,2,0,Science,High School,36-40,4,1,19,Office,Tier2_City,5,1,0,1,0,1,4,34.43,Finance,1,1,1,4,0,4,2,5,2,2,1,0,2,2,31.4
Medicine,Special Education Teacher,3.1403263020407377,3,1,4,1,5,1,4,2,0,2,3,2,4,1,Science,Bachelors,18-24,4,1,30,Remote,Tier1_City,4,1,0,2,0,4,2,38.46,Education,2,1,4,1,1,4,1,1,5,1,0,0,3,1,48.16
Psychology,Biotechnologist,2.6804769950926723,3,2,0,1,4,0,0,0,0,1,0,3,2,0,Arts,Bachelors,18-24,4,0,0,Flexible,Tier3_City,3,1,3,4,0,4,1,23.4,Tech,1,3,2,5,3,3,4,2,5,1,0,1,1,1,38.34
Architecture,Art Director,4.910965462374742,6,0,3,1,2,1,2,1,3,3,0,1,2,0,Interdisciplinary,Masters,25-30,7,1,53,Office,Tier2_City,5,4,4,4,3,0,4,20.17,Tech,1,2,5,2,3,0,5,5,2,4,1,1,1,1,50.69
Biology,Physical Chemist,2.9004710121277184,0,0,2,0,9,1,0,0,4,3,3,4,0,0,Science,Bachelors,18-24,7,1,45,Office,Tier2_City,2,1,0,2,4,1,1,36.65,Education,5,4,5,2,3,0,4,4,4,5,0,1,3,4,60.21
Biology,Brand Manager,3.367809440810041,7,2,3,0,6,0,1,0,3,4,3,4,0,0,Science,Masters,18-24,11,1,55,Office,Tier1_City,1,4,3,3,5,5,2,13.44,Education,5,4,2,5,4,4,5,3,5,4,1,0,4,1,77.84
Architecture,Inorganic Chemist,4.211817026159037,8,0,0,0,6,0,0,2,1,4,4,3,0,1,Interdisciplinary,Bachelors,31-35,12,1,12,Hybrid,Tier1_City,5,5,4,1,0,4,5,3.45,Other,1,3,1,4,4,5,4,3,3,2,1,1,3,5,54.11
Chemistry,Legal Consultant,2.710316957673639,7,1,0,0,9,1,1,4,2,2,4,1,1,0,Science,PhD,25-30,3,1,36,Remote,Tier2_City,1,5,2,5,0,1,4,25.14,Manufacturing,1,3,2,2,2,4,4,1,4,2,0,0,2,5,53.24
Psychology,Forensic Psychologist,4.813356405229975,6,0,2,1,0,1,0,4,2,3,2,3,3,0,Arts,Bachelors,18-24,14,0,0,Office,Tier1_City,3,5,3,1,0,2,2,11.15,Tech,4,2,5,2,2,1,2,2,4,3,0,1,5,3,54.89
Medicine,Physical Chemist,3.2210095901722107,2,1,2,1,8,0,3,2,0,0,0,0,3,0,Science,Bachelors,25-30,8,0,0,Office,Tier1_City,4,5,0,1,0,0,1,20.78,Healthcare,2,2,2,4,2,2,4,2,4,4,1,0,3,2,45.24
Law,Legal Analyst,3.458602337458382,5,1,3,0,2,1,2,1,2,4,2,4,0,0,Arts,Bachelors,25-30,0,1,25,Hybrid,Tier2_City,4,2,1,3,1,5,3,16.69,Healthcare,4,5,1,5,1,4,5,1,5,5,1,0,5,5,52.81
Biology,Illustrator,2.587772190845789,6,0,0,1,9,1,0,1,3,3,2,3,0,0,Science,PhD,18-24,4,0,0,Office,Tier1_City,1,2,3,1,1,0,4,39.53,Healthcare,5,4,4,1,3,3,4,3,3,4,0,0,2,4,55.98
Biology,Legal Analyst,3.5177457779973405,3,1,2,1,8,0,4,3,3,3,1,3,4,1,Science,Masters,31-35,4,0,0,Hybrid,Tier3_City,5,5,2,2,2,0,1,18.58,Education,4,4,4,5,4,3,3,3,2,4,0,1,4,2,58.19
Art,Landscape Architect,4.474534296871223,5,1,2,1,3,1,2,3,2,0,0,3,2,0,Arts,Bachelors,31-35,4,0,0,Hybrid,Any,5,5,4,2,0,3,1,33.11,Education,4,5,5,1,2,5,2,5,5,4,1,0,2,4,47.24
Computer Science,Electrical Engineer,3.246009415877806,8,0,1,0,7,0,1,4,0,4,3,0,0,0,Science,Masters,31-35,7,1,24,Hybrid,Tier2_City,3,3,2,4,2,1,2,34.67,Education,1,3,1,5,1,4,5,4,4,1,1,0,5,5,55.92
Physics,Ecologist,4.866727517831674,1,1,3,0,4,0,1,3,1,3,3,3,3,0,Science,Masters,31-35,8,0,0,Remote,Any,4,1,4,5,3,2,1,24.45,Healthcare,1,4,4,2,5,0,1,5,4,5,0,0,5,2,68.53
Medicine,Investment Banker,3.656642158463877,8,2,2,0,0,0,0,1,2,1,4,1,4,0,Science,Masters,18-24,2,0,0,Remote,Any,1,3,3,1,2,4,4,6.81,Manufacturing,2,1,4,3,2,2,4,2,4,4,1,1,3,5,46.6
Music,Legal Secretary,4.233320187856757,1,0,3,0,4,1,4,3,0,0,0,3,3,0,Arts,Bachelors,40+,8,0,0,Office,Tier1_City,2,3,4,1,4,2,4,35.92,Other,3,3,4,3,4,3,5,5,4,1,0,1,5,1,51.52
Biology,Digital Marketing Specialist,2.5750569415538203,4,2,3,0,5,0,2,3,3,3,4,2,3,0,Science,Bachelors,36-40,12,0,0,Remote,Tier1_City,4,3,0,3,1,1,1,6.53,Finance,3,3,3,4,2,4,3,2,5,4,1,1,4,2,72.06
Marketing,Market Research Analyst,4.667307110789476,4,2,2,0,8,0,3,1,3,3,1,3,1,1,Commerce,Bachelors,36-40,10,0,0,Remote,Tier2_City,4,3,5,2,1,0,2,7.66,Tech,4,2,4,5,1,4,4,5,1,5,0,0,2,5,57.97
Chemistry,Data Scientist,4.208145911143043,8,2,4,1,0,0,3,1,3,3,2,4,0,1,Science,Masters,18-24,7,0,0,Flexible,Tier2_City,3,3,3,5,0,3,4,12.21,Finance,2,5,3,5,5,1,3,4,1,3,1,0,5,4,58.97
Chemistry,Cybersecurity Analyst,4.913237023860994,5,1,3,0,7,0,0,4,3,3,4,4,4,1,Science,PhD,36-40,2,1,19,Remote,Tier1_City,4,3,1,4,0,1,3,16.18,Tech,2,3,2,4,5,3,4,5,5,1,1,1,3,2,57.11
Physics,Marketing Manager,4.974768783245132,4,2,4,1,4,0,0,3,3,0,4,3,3,0,Science,Masters,36-40,1,1,48,Office,Tier1_City,3,5,2,2,3,5,5,42.78,Education,5,2,5,4,1,1,4,5,1,2,1,0,4,2,45.7
Engineering,Marketing Specialist,4.999330581432263,7,1,4,1,7,1,1,2,4,1,4,4,4,1,Science,Bachelors,36-40,14,1,37,Flexible,Tier2_City,3,3,2,4,5,5,2,34.72,Healthcare,1,1,5,1,2,2,1,5,5,2,1,0,1,2,64.97
Biology,Architectural Technologist,4.327125619257021,1,2,1,0,9,0,0,0,0,3,0,0,4,1,Science,Bachelors,18-24,3,0,0,Hybrid,Tier2_City,2,2,3,3,3,1,2,21.2,Finance,5,1,3,1,4,2,1,2,5,1,0,1,2,3,29.41
Psychology,Cybersecurity Analyst,3.947128679720315,9,0,4,1,9,1,0,0,0,3,4,3,2,0,Arts,Masters,31-35,14,0,0,Office,Tier1_City,5,1,1,3,4,4,5,49.0,Education,3,4,1,3,1,5,3,5,5,2,0,1,4,1,61.15
Chemistry,Nurse,3.808824007043836,4,1,3,1,1,1,3,0,1,3,1,3,4,0,Science,Masters,40+,12,0,0,Flexible,Tier3_City,4,2,3,1,0,2,5,14.45,Tech,2,5,3,2,3,3,2,3,4,2,1,0,2,2,56.82
Finance,Legal Secretary,3.2661935112806586,8,0,2,0,1,1,2,2,4,0,0,2,2,0,Commerce,Masters,31-35,11,0,0,Flexible,Any,3,4,0,5,0,2,4,31.66,Other,3,5,4,5,1,1,4,3,2,2,0,0,1,5,53.15
Medicine,Electrical Engineer,4.535038582814483,5,0,3,1,6,1,4,3,4,0,1,1,3,0,Science,Masters,25-30,1,0,0,Hybrid,Tier3_City,3,2,5,4,3,4,1,42.82,Other,1,2,1,3,0,5,1,4,1,5,0,1,2,4,50.91
Medicine,Credit Analyst,4.059626368366994,0,0,4,1,7,0,3,0,2,1,2,0,2,0,Science,Masters,36-40,3,1,57,Hybrid,Tier1_City,5,4,5,2,3,3,1,40.7,Finance,1,4,5,3,2,5,2,1,5,2,0,0,1,5,47.88
